author,updated_at,like_count,text,video_id,cleaned_text,sentiment,sentiment_score,keywords,entities,topic
@Vision_Elite,2026-06-29T07:25:59Z,0,messi is on fire!!,M6mpXtMm93M,messi is on fire,negative,-0.34,['messi'],"[('messi', 'PERSON')]",3
@dharamveersingh7978,2026-06-29T07:21:57Z,0,Messi Goat 🐐,M6mpXtMm93M,messi goat,neutral,0.0,"['messi goat', 'messi', 'goat']","[('messi goat', 'PERSON')]",58
@latifsaja1738,2026-06-29T07:21:12Z,1,kipernya membiarkan bola messi masuk ke gawang,M6mpXtMm93M,kipernya membiarkan bola messi masuk ke gawang,neutral,0.0,"['kipernya membiarkan', 'ke gawang', 'kipernya']","[('kipernya membiarkan', 'PERSON'), ('bola messi', 'PERSON'), ('ke gawang', 'PERSON')]",11
@kannanlalkrishna3608,2026-06-29T07:19:20Z,1,Vamos Argentina🇦🇷🏆🏆🏆🏆🙌,M6mpXtMm93M,vamos argentina,neutral,0.0,"['vamos argentina', 'vamos', 'argentina']","[('vamos argentina', 'PERSON')]",116
@Sender76-o4n,2026-06-29T07:18:48Z,0,Contra la toda poderosa jordania 😂😂😂😂😂,M6mpXtMm93M,contra la toda poderosa jordania,neutral,0.0,"['toda poderosa', 'poderosa jordania', 'la toda']",[],-1
@JuTcINighT,2026-06-29T07:18:38Z,1,"Лучше бы Иордания пустые ворота оставила бы, больше толку было бы",M6mpXtMm93M,лучше бы иордания пустые ворота оставила бы больше толку было бы,neutral,0.0,"['было бы', 'оставила бы', 'бы больше']","[('лучше бы', 'PERSON'), ('бы', 'ORG')]",2
@Funkfreed0,2026-06-29T07:14:25Z,2,The goalie didn't even try. It's reachable. He just let messi score for the sake of it.,M6mpXtMm93M,the goalie didn t even try it s reachable he just let messi score for the sake of it,neutral,0.0,"['messi score', 'goalie didn', 'let messi']","[('messi', 'PERSON')]",-1
@secretsuperstar6832,2026-06-29T07:12:37Z,1,Ronaldo win world cup button here 💯,M6mpXtMm93M,ronaldo win world cup button here,positive,0.5859,"['ronaldo win', 'ronaldo', 'button']","[('ronaldo', 'ORG')]",-1
@Amjadhashem-s1r,2026-06-29T07:11:51Z,0,❤❤❤,M6mpXtMm93M,,neutral,0.0,[],[],0
@Ǿœ0œǾ,2026-06-29T07:11:21Z,1,"Brazil: 13 penalties in nearly 100 years.  
Argentina: 8 penalties in the last 10 games. ",M6mpXtMm93M,brazil 13 penalties in nearly 100 years argentina 8 penalties in the last 10 games,neutral,0.0,"['argentina penalties', '13 penalties', 'brazil 13']","[('brazil', 'GPE')]",93
@PyntngenlangBuhphang,2026-06-29T07:03:16Z,1,All the best team argentina 🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷🇦🇷,M6mpXtMm93M,all the best team argentina,positive,0.6369,"['team argentina', 'argentina', 'best team']","[('argentina', 'GPE')]",53
@LxAkib-n6o,2026-06-29T07:02:22Z,0,Anyone Bangladesh 🇧🇩,M6mpXtMm93M,anyone bangladesh,neutral,0.0,['bangladesh'],[],87
@tretato,2026-06-29T07:00:43Z,1,Jordan keeper is the best 😂😂,M6mpXtMm93M,jordan keeper is the best,positive,0.6369,"['jordan keeper', 'keeper best', 'jordan']","[('jordan keeper', 'PERSON')]",57
@UPSCSimplifiedHindiYT,2026-06-29T06:56:58Z,0,It’s Argentina vrs France 🇫🇷 in finals again,M6mpXtMm93M,it s argentina vrs france in finals again,neutral,0.0,"['argentina vrs', 'vrs france', 'france finals']","[('argentina', 'GPE'), ('vrs', 'ORG'), ('france', 'GPE')]",136
@Linsonmathews,2026-06-29T06:55:10Z,7,"dream of the world =
Messi lift the world cup 🇦🇷🇦🇷🇦🇷",M6mpXtMm93M,dream of the world messi lift the world cup,positive,0.25,"['messi lift', 'world messi', 'messi']",[],3
@Linsonmathews,2026-06-29T06:53:37Z,1,Everyone is waiting to see Messi lift the World Cup again... 🇦🇷🇦🇷🇦🇷,M6mpXtMm93M,everyone is waiting to see messi lift the world cup again,neutral,0.0,"['waiting messi', 'messi lift', 'messi']","[('messi', 'PERSON')]",3
@Linsonmathews,2026-06-29T06:51:50Z,10,"One and only 🐐 goat..
Messi ❤️ Argentina 🇦🇷🇦🇷🇦🇷",M6mpXtMm93M,one and only goat messi argentina,neutral,0.0,"['goat messi', 'messi argentina', 'messi']","[('messi argentina', 'PERSON')]",58
@alexis77431,2026-06-29T06:50:21Z,4,Congratulations Argentina🇦🇷 From Bangladesh 🇧🇩,M6mpXtMm93M,congratulations argentina from bangladesh,positive,0.5994,"['congratulations argentina', 'argentina bangladesh', 'argentina']",[],53
@kalidasnair1450,2026-06-29T06:47:03Z,4,"Keeper saw the ball and said ""Not my problem""🥸",M6mpXtMm93M,keeper saw the ball and said not my problem,positive,0.3089,"['keeper saw', 'keeper', 'saw ball']",[],32
@sujalchaudhari4494,2026-06-29T06:39:58Z,1,True greatest of all time in football history.. pure magician,M6mpXtMm93M,true greatest of all time in football history pure magician,positive,0.7906,"['pure magician', 'magician', 'true greatest']",[],68
@MdAshik-j7f6u,2026-06-29T06:38:06Z,0,How do you do you know Argentina,M6mpXtMm93M,how do you do you know argentina,neutral,0.0,"['know argentina', 'argentina', 'know']","[('argentina', 'GPE')]",53
@shyamalisaha9168,2026-06-29T06:37:17Z,2,Messi goat 🐐🎉❤🇦🇷,M6mpXtMm93M,messi goat,neutral,0.0,"['messi goat', 'messi', 'goat']","[('messi goat', 'PERSON')]",58
@Mr.fifawc2026,2026-06-29T06:35:46Z,0,Practice match for Argentina,M6mpXtMm93M,practice match for argentina,neutral,0.0,"['match argentina', 'practice match', 'argentina']","[('argentina', 'GPE')]",53
@RaviAhir-k8y,2026-06-29T06:34:51Z,1,Messi is finall boss of football king 👑 🦁 Messi,M6mpXtMm93M,messi is finall boss of football king messi,neutral,0.0,"['king messi', 'messi finall', 'messi']","[('messi', 'PERSON'), ('messi', 'PERSON')]",3
@muhammadafifharist4602,2026-06-29T06:34:14Z,2,"Line Up

Jordan 🇯🇴

Abulaila 1 (GK)
Nasib 3
Al-Arab 5
Dahab 4
Haddad 23 (C)
Rashdan 21
Al-Rawabdeh 8
Taha 20
Al-Azaizeh 24
Olwan 9
Fakhouri 11

Argentina 🇦🇷

Martinez 23 (GK)
Palacios 14
Otamendi 19 (C)
Senesi 2
Tagliafico 3
Paredes 5
Simeone 17
Paz 18
Lo Celso 11
Alvarez 9
Martinez 22",M6mpXtMm93M,line up jordan abulaila 1 gk nasib 3 al arab 5 dahab 4 haddad 23 see rashdan 21 al rawabdeh 8 taha 20 al azaizeh 24 olwan 9 fakhouri 11 argentina martinez 23 gk palacios 14 otamendi 19 see senesi 2 tagliafico 3 paredes 5 simeone 17 paz 18 lo celso 11 alvarez 9 martinez 22,neutral,0.0,"['jordan abulaila', 'argentina martinez', '11 argentina']","[('jordan', 'GPE'), ('al', 'ORG')]",129
@MaishaSarah-m8k,2026-06-29T06:33:01Z,1,Messsiiiiiiii,M6mpXtMm93M,messsiiiiiiii,neutral,0.0,['messsiiiiiiii'],[],3
@SC302-25,2026-06-29T06:32:50Z,3,Look Messi so Inspirational🇦🇷💙,M6mpXtMm93M,look messi so inspirational,positive,0.6418,"['messi inspirational', 'look messi', 'messi']","[('messi', 'PERSON')]",3
@DaisyPathak-l9z,2026-06-29T06:30:11Z,1,Messi will definitely win the trophy these time.,M6mpXtMm93M,messi will definitely win the trophy these time,positive,0.7579,"['messi definitely', 'messi', 'win trophy']","[('messi', 'PERSON')]",3
@bishopcrane9529,2026-06-29T06:29:30Z,0,Jordan got robbed,M6mpXtMm93M,jordan got robbed,neutral,0.0,"['jordan got', 'got robbed', 'robbed']","[('jordan', 'PERSON')]",57
@hardcore-k7y,2026-06-29T06:29:11Z,0,Messi moving like prime Messi,M6mpXtMm93M,messi moving like prime messi,positive,0.3612,"['messi moving', 'prime messi', 'messi']","[('messi', 'PERSON'), ('messi', 'PERSON')]",3
@bibekdasshivamdas5881,2026-06-29T06:26:08Z,1,FIFA Please Upload Round Of 32 Highlights Canada Vs South Africa,M6mpXtMm93M,fifa please upload round of 32 highlights canada vs south africa,positive,0.3182,"['fifa upload', 'highlights canada', '32 highlights']","[('fifa', 'ORG'), ('canada', 'GPE'), ('south africa', 'GPE')]",74
@MithuChatterjee-b7j,2026-06-29T06:24:49Z,2,Goat 🐐❤,M6mpXtMm93M,goat,neutral,0.0,[],[],21
@foreigner_in_japan,2026-06-29T06:24:08Z,0,We are lucky to have the opportunity to watch the greatest ever football legend LIVE...Messi is the one🎉,M6mpXtMm93M,we are lucky to have the opportunity to watch the greatest ever football legend live messi is the one,positive,0.8689,"['live messi', 'messi', 'football legend']","[('messi', 'PERSON')]",3
@Crusadewasright,2026-06-29T06:21:47Z,1,Messi ❤❤❤,M6mpXtMm93M,messi,neutral,0.0,[],"[('messi', 'PERSON')]",3
@AtifAli-f7i7h,2026-06-29T06:20:28Z,0,The goal keepers are so trash,M6mpXtMm93M,the goal keepers are so trash,neutral,0.0,"['keepers trash', 'goal keepers', 'keepers']",[],32
@ABHISHEK71146,2026-06-29T06:20:04Z,1,🐐🇦🇷📈,M6mpXtMm93M,,neutral,0.0,[],[],0
@ЛитваНеринга,2026-06-29T06:19:32Z,1,некоторые вратари на этом турнире очень странно ставят стенку),M6mpXtMm93M,некоторые вратари на этом турнире очень странно ставят стенку,neutral,0.0,"['некоторые вратари', 'странно ставят', 'очень странно']","[('очень странно ставят', 'PERSON')]",2
@kukazyamra7191,2026-06-29T06:15:38Z,1,Goalie just guessing on the freekicks,M6mpXtMm93M,goalie just guessing on the freekicks,neutral,0.0,"['guessing freekicks', 'freekicks', 'goalie']",[],65
@karanjit10,2026-06-29T06:13:45Z,0,Player 11 seems to be hungry for more goals 😮,M6mpXtMm93M,player 11 seems to be hungry for more goals,neutral,0.0,"['hungry goals', '11 hungry', 'goals']",[],17
@PritamDas-d7w,2026-06-29T06:10:12Z,0,Love from india kolkata 🇮🇳🇦🇷🙌,M6mpXtMm93M,love from india kolkata,positive,0.6369,"['kolkata', 'india kolkata', 'love india']","[('india', 'GPE')]",115
@PritamDas-d7w,2026-06-29T06:10:02Z,0,Goat morning 🐐,M6mpXtMm93M,goat morning,neutral,0.0,"['goat morning', 'morning', 'goat']",[],21
@PritamDas-d7w,2026-06-29T06:09:53Z,0,El toro 💙🦬,M6mpXtMm93M,el toro,neutral,0.0,[],"[('el toro', 'ORG')]",5
@PritamDas-d7w,2026-06-29T06:09:48Z,3,What a free kick goal Lo celso 🔥🔥🔥,M6mpXtMm93M,what a free kick goal lo celso,positive,0.5106,"['free kick', 'kick goal', 'lo celso']",[],65
@Oneandonlyoggy,2026-06-29T06:08:58Z,4,Messi the gost🐐,M6mpXtMm93M,messi the gost,neutral,0.0,"['messi gost', 'messi', 'gost']","[('messi', 'PERSON')]",3
@yoyo-wf5dw,2026-06-29T06:08:53Z,1,The goat of all the worlds,M6mpXtMm93M,the goat of all the worlds,neutral,0.0,"['goat worlds', 'goat', 'worlds']",[],21
@sujankingoo7,2026-06-29T06:08:37Z,1,Messi messi,M6mpXtMm93M,messi messi,neutral,0.0,"['messi messi', 'messi']","[('messi messi', 'PERSON')]",3
@karthikks82,2026-06-29T06:05:44Z,37,"Goalkeeper ecpected high free kick,  but legend hits low to his right perfectly,  messi the king of goal scoring ❤❤❤",M6mpXtMm93M,goalkeeper ecpected high free kick but legend hits low to his right perfectly messi the king of goal scoring,positive,0.743,"['messi king', 'messi', 'perfectly messi']","[('messi', 'PERSON')]",65
@BaphinSara,2026-06-29T06:05:13Z,0,Messi problem vs Germany,M6mpXtMm93M,messi problem vs germany,negative,-0.4019,"['messi problem', 'messi', 'vs germany']","[('messi', 'PERSON'), ('germany', 'GPE')]",3
@kingsg2358,2026-06-29T06:05:02Z,1,"vozhina vs messi, lets see how it goes 😅",M6mpXtMm93M,vozhina vs messi lets see how it goes,neutral,0.0,"['vozhina vs', 'vs messi', 'vozhina']","[('vozhina vs messi', 'ORG')]",3
@Kidzz.y,2026-06-29T06:03:35Z,1,Thank you FIFA. I was tired of long highlights with aggressive ads. Came here and thoroughly satisfied.,M6mpXtMm93M,thank you fifa i was tired of long highlights with aggressive ads came here and thoroughly satisfied,positive,0.2716,"['thank fifa', 'long highlights', 'fifa tired']",[],74
@AKANANDKRISHNAN-ls4wx,2026-06-29T06:02:11Z,0,Increase the time to 10 min.. we don't want   like youtube shorts videos,M6mpXtMm93M,increase the time to 10 minute we denial of normal t want like youtube shorts videos,positive,0.6249,"['youtube shorts', 'shorts videos', '10 minute']",[],27
@ynwa3721,2026-06-29T06:01:51Z,0,Too easy opponents for Argentina,M6mpXtMm93M,too easy opponents for argentina,positive,0.4404,"['opponents argentina', 'easy opponents', 'argentina']","[('argentina', 'GPE')]",53
@Mok.23,2026-06-29T06:01:50Z,4,🐐,M6mpXtMm93M,,neutral,0.0,[],[],0
@sarojjyotikashyap4107,2026-06-29T05:59:50Z,3,"Easy for argentina....❤
Argentina will easily win the World Cup this time....♥️
Thank you FIFA...❤",M6mpXtMm93M,easy for argentina argentina will easily win the world cup this time thank you fifa,positive,0.891,"['easy argentina', 'argentina easily', 'argentina argentina']","[('argentina argentina', 'PERSON'), ('fifa', 'ORG')]",53
@fs.one_1505,2026-06-29T05:59:12Z,0,Leo messi is the best in the world,M6mpXtMm93M,leo messi is the best in the world,positive,0.6369,"['messi best', 'leo messi', 'messi']","[('leo messi', 'PERSON')]",3
@HarshKaushik-l3k6g,2026-06-29T05:56:23Z,0,Fixed 😃😃,M6mpXtMm93M,fixed,neutral,0.0,[],[],19
@ayushgupta206,2026-06-29T05:55:55Z,107,Looks like goalkeeper wanted him to score,M6mpXtMm93M,looks like goalkeeper wanted him to score,positive,0.3612,"['goalkeeper wanted', 'goalkeeper', 'like goalkeeper']",[],32
@blackgold-h4z,2026-06-29T05:55:42Z,6,Jordhans goalkeeper watched match with us😂,M6mpXtMm93M,jordhans goalkeeper watched match with us,neutral,0.0,"['jordhans goalkeeper', 'goalkeeper watched', 'watched match']",[],32
@piufiu9471,2026-06-29T05:54:37Z,0,Месси!!!,M6mpXtMm93M,месси,neutral,0.0,[],[],2
@NKRP10,2026-06-29T05:52:19Z,1,VAMOS ARGENTINAAA!!!! VAMOS L10NEL!!!,M6mpXtMm93M,vamos argentinaaa vamos l10nel,neutral,0.0,"['vamos argentinaaa', 'argentinaaa vamos', 'vamos l10nel']",[],116
@δσαητλιπιεη,2026-06-29T05:52:03Z,0,"Even without Messi, the Argentinian players still performed excellently in the first match with Jordan, When Messi officially joins, it's an unparalleled victory.",M6mpXtMm93M,even without messi the argentinian players still performed excellently in the first match with jordan when messi officially joins it s an unparalleled victory,positive,0.6249,"['messi argentinian', 'messi', 'messi officially']","[('jordan', 'GPE'), ('messi', 'PERSON')]",3
@GUSTY4498,2026-06-29T05:51:03Z,0,2 of the most laughable free-kicks i''ve ever seen in my life,M6mpXtMm93M,2 of the most laughable free sneakers i ve ever seen in my life,positive,0.6214,"['free sneakers', 'sneakers', 'sneakers ve']",[],-1
@GabrieleCosta-w1i,2026-06-29T05:50:35Z,1,Bene,M6mpXtMm93M,bene,neutral,0.0,[],[],56
@priyarajp7805,2026-06-29T05:50:00Z,5,Messi goat❤❤❤,M6mpXtMm93M,messi goat,neutral,0.0,"['messi goat', 'messi', 'goat']","[('messi goat', 'PERSON')]",58
@ademmarreqi9560,2026-06-29T05:49:24Z,0,Ronaldo Ronaldo Ronaldo ❤,M6mpXtMm93M,ronaldo ronaldo ronaldo,neutral,0.0,"['ronaldo ronaldo', 'ronaldo']",[],13
@indianvulture,2026-06-29T05:48:07Z,1,Who’s here without zee5 plan,M6mpXtMm93M,who s here without zee5 plan,neutral,0.0,"['zee5 plan', 'zee5', 'plan']","[('zee5', 'PERSON')]",137
@nirav19794,2026-06-29T05:47:23Z,2,Genius absolutely genius -  messi,M6mpXtMm93M,genius absolutely genius messi,neutral,0.0,"['genius messi', 'messi', 'genius absolutely']",[],3
@NiyirebaAngelique,2026-06-29T05:44:54Z,1,Jordan keeper nothing is in him what a keeper,M6mpXtMm93M,jordan keeper nothing is in him what a keeper,neutral,0.0,"['jordan keeper', 'keeper keeper', 'keeper']","[('jordan keeper', 'PERSON')]",57
@gerinofficial,2026-06-29T05:44:51Z,1,Jordan Goalkeeper - Asian Di Gregorio😂,M6mpXtMm93M,jordan goalkeeper asian di gregorio,neutral,0.0,"['jordan goalkeeper', 'di gregorio', 'goalkeeper asian']","[('jordan', 'GPE')]",57
@someguy-br7rj,2026-06-29T05:44:29Z,0,Hate the commentary,M6mpXtMm93M,hate the commentary,negative,-0.5719,"['hate commentary', 'commentary', 'hate']",[],29
@erapatheja4138,2026-06-29T05:43:21Z,1,Messi scored 1 goal in only 25 minutes,M6mpXtMm93M,messi scored 1 goal in only 25 minutes,neutral,0.0,"['messi scored', 'messi', 'scored goal']","[('messi', 'PERSON')]",138
@kingkohli1418,2026-06-29T05:42:51Z,0,"Im new to football, can anyone explain why that 2 goals not counted",M6mpXtMm93M,Instant Message new to football can anyone explain why that 2 goals not counted,neutral,0.0,"['goals counted', 'explain goals', 'goals']",[],17
@gaolatlheopenkgase1881,2026-06-29T05:35:30Z,4,Messi is da goat,M6mpXtMm93M,messi is the goat,neutral,0.0,"['messi goat', 'messi', 'goat']","[('messi', 'PERSON')]",52
@ranitdas9933,2026-06-29T05:32:49Z,2,When the Golf commentary team is also the fifa commentary team.,M6mpXtMm93M,when the golf commentary team is also the fifa commentary team,neutral,0.0,"['golf commentary', 'fifa commentary', 'commentary team']","[('fifa', 'ORG')]",-1
@triyatmokoraharja,2026-06-29T05:23:56Z,35,Messi King Of The Boys 👑👑👑🐐🐐🇦🇷🇦🇷🇦🇷,M6mpXtMm93M,messi king of the boys,neutral,0.0,"['messi king', 'messi', 'king boys']","[('messi king', 'PERSON')]",-1
@SaibalTirkey,2026-06-29T05:20:59Z,0,Penalty for peniltina 😂😂😂😂,M6mpXtMm93M,penalty for peniltina,negative,-0.4588,"['penalty peniltina', 'penalty', 'peniltina']",[],93
@thetpainghtweoo4862,2026-06-29T05:20:50Z,768,messi heard commentator say this 0:14 and took it personally,M6mpXtMm93M,messi heard commentator say this 0 14 and took it personally,neutral,0.0,"['messi heard', 'messi', 'commentator say']","[('messi heard commentator', 'ORG')]",-1
@Joyboythefirstpirate1,2026-06-29T05:20:46Z,87,Messi is the Greatest athlete of all time. He just beat Jordan!,M6mpXtMm93M,messi is the greatest athlete of all time he just beat jordan,positive,0.6369,"['messi greatest', 'messi', 'greatest athlete']","[('messi', 'PERSON'), ('jordan', 'GPE')]",-1
@mysubhradipghosh,2026-06-29T05:20:29Z,25,Leonel Messi 🇮🇳💖🇦🇷 2026 year FIFA World Cup ✨✨✨✨✨🫶🫶🫶🫶,M6mpXtMm93M,leonel messi 2026 year fifa world cup,neutral,0.0,"['messi 2026', 'leonel messi', 'messi']","[('leonel messi', 'PERSON'), ('fifa', 'ORG')]",-1
@Idrkkblud10,2026-06-29T05:18:55Z,0,Does the commentator want to watch the match?,M6mpXtMm93M,does the commentator want to watch the match,positive,0.0772,"['does commentator', 'commentator want', 'watch match']",[],29
@rishipramanick6823,2026-06-29T05:18:53Z,0,U can't keep messing out of the game,M6mpXtMm93M,you can t keep messing out of the game,neutral,0.0,"['messing game', 'messing', 'game']",[],109
@DemonXettri,2026-06-29T05:16:59Z,30,The goat Leo meeeeeeeeeeessi 🐐👽,M6mpXtMm93M,the goat leo meeeeeeeeeeessi,neutral,0.0,"['goat leo', 'leo meeeeeeeeeeessi', 'leo']","[('leo meeeeeeeeeeessi', 'ORG')]",21
@Raymondkoome254,2026-06-29T05:16:33Z,3,NEXT WORLD CUP KENYA WE WILL BE THERE 👊🏼🙏🏼🇰🇪,M6mpXtMm93M,next world cup kenya we will be there,neutral,0.0,"['cup kenya', 'kenya', 'world cup']",[],-1
@pushpendergusain4262,2026-06-29T05:15:05Z,3,Legendary free kick by a legend.,M6mpXtMm93M,legendary free kick by a legend,positive,0.5106,"['kick legend', 'free kick', 'legendary free']",[],65
